,5
Score,2.710437059402466
History_Std,4.962714672088623
Mee,1.3934837579727173
Test_Score,3.539389133453369
Test_Mee,1.5311249494552612
Trained_Epochs,1000
Old_Best_Epochs,992
Old_History_Last,1.5878721475601196
Old_History_val_Last,1.6232839822769165
Old_History,"[42.478798, 39.55777, 36.89674, 35.156666, 33.752254, 32.707184, 31.963455, 31.402462, 30.975855, 30.622864, 30.316757, 30.040756, 29.786066, 29.541258, 29.302523, 29.06047, 28.798096, 28.521435, 28.222095, 27.896471, 27.543936, 27.161552, 26.741068, 26.297003, 25.836102, 25.352713, 24.848284, 24.32599, 23.796116, 23.263489, 22.729904, 22.202168, 21.689304, 21.17498, 20.68079, 20.202639, 19.742989, 19.294151, 18.860046, 18.440592, 18.036829, 17.650745, 17.282393, 16.929014, 16.590479, 16.270994, 15.968, 15.6787405, 15.4055805, 15.143423, 14.894195, 14.659391, 14.435875, 14.224415, 14.024157, 13.830356, 13.646602, 13.469598, 13.303504, 13.142387, 12.9856415, 12.8369465, 12.691654, 12.552328, 12.4180975, 12.286894, 12.156322, 12.031435, 11.908422, 11.787819, 11.669102, 11.552666, 11.438867, 11.327397, 11.215399, 11.10686, 10.998904, 10.892672, 10.788816, 10.687337, 10.585126, 10.484539, 10.3884735, 10.291994, 10.195559, 10.099555, 10.00472, 9.9126835, 9.819499, 9.729421, 9.63873, 9.548996, 9.460862, 9.373672, 9.286693, 9.200933, 9.117613, 9.036166, 8.953573, 8.873475, 8.793106, 8.715013, 8.638866, 8.563697, 8.489084, 8.414524, 8.341852, 8.267911, 8.19611, 8.126334, 8.057666, 7.988047, 7.9204206, 7.85356, 7.7899585, 7.724959, 7.6615787, 7.5990353, 7.5345855, 7.472534, 7.4124293, 7.351449, 7.294173, 7.235985, 7.177714, 7.120797, 7.0635304, 7.0076504, 6.952466, 6.899037, 6.8462224, 6.793759, 6.739624, 6.6874175, 6.636926, 6.5863347, 6.5348077, 6.4850035, 6.4370174, 6.3863907, 6.3357954, 6.2892766, 6.2445526, 6.192983, 6.144973, 6.099047, 6.052901, 6.0081935, 5.9658957, 5.9200277, 5.877194, 5.834533, 5.7945604, 5.7521005, 5.7119546, 5.672452, 5.6356287, 5.5976677, 5.5557413, 5.519389, 5.4821486, 5.4554043, 5.4116383, 5.3783436, 5.3480787, 5.3142476, 5.285393, 5.253842, 5.2197466, 5.1895733, 5.16094, 5.1320815, 5.106151, 5.0747333, 5.0473676, 5.0225744, 4.998509, 4.9671807, 4.940027, 4.917689, 4.8940396, 4.8679433, 4.844862, 4.8191533, 4.7995796, 4.7762814, 4.7503853, 4.7294116, 4.711881, 4.688289, 4.6748524, 4.6458783, 4.630937, 4.6087704, 4.5852227, 4.564499, 4.5455475, 4.524234, 4.50651, 4.4897566, 4.4753537, 4.4512095, 4.437538, 4.4167476, 4.4018283, 4.3856826, 4.367551, 4.3517094, 4.3363113, 4.318928, 4.3024883, 4.288635, 4.2721944, 4.257125, 4.244986, 4.228376, 4.2082915, 4.196818, 4.181542, 4.1673784, 4.1535935, 4.14027, 4.1258407, 4.11217, 4.096646, 4.079559, 4.0774636, 4.0522575, 4.0378537, 4.024935, 4.0141673, 3.9965487, 3.9867678, 3.9724567, 3.9637613, 3.9502017, 3.9314992, 3.9230397, 3.9071038, 3.8936102, 3.881451, 3.8707755, 3.8573499, 3.8439522, 3.8314948, 3.8206334, 3.8087668, 3.8049724, 3.7896764, 3.773604, 3.7602756, 3.745059, 3.7356222, 3.7239892, 3.7134848, 3.7011333, 3.691653, 3.6763093, 3.672251, 3.6578553, 3.6474245, 3.6322691, 3.6257179, 3.61587, 3.6033285, 3.5913424, 3.5824482, 3.5726697, 3.562507, 3.5475774, 3.5451407, 3.5384696, 3.5175955, 3.5103767, 3.501289, 3.489576, 3.4774702, 3.4663877, 3.4553812, 3.4507484, 3.4365122, 3.4284606, 3.4181848, 3.4174275, 3.4026752, 3.3939042, 3.3825903, 3.3789852, 3.3796413, 3.3546999, 3.3456182, 3.3356946, 3.3284588, 3.3230886, 3.3157668, 3.3009253, 3.2932615, 3.2834113, 3.2827618, 3.2708738, 3.2624176, 3.2514691, 3.2439144, 3.2312102, 3.2233536, 3.217737, 3.2116616, 3.199898, 3.194512, 3.183154, 3.177832, 3.1677928, 3.1622794, 3.1514761, 3.149759, 3.1394928, 3.1269312, 3.118926, 3.112623, 3.1138718, 3.1108057, 3.0908282, 3.0873415, 3.0801415, 3.0729644, 3.064081, 3.0566554, 3.050975, 3.0418942, 3.031846, 3.029952, 3.0208838, 3.010015, 3.002154, 2.997457, 2.9880302, 2.9892852, 2.9790664, 2.9701526, 2.9638355, 2.9552677, 2.94942, 2.9436088, 2.9387758, 2.9266186, 2.9207468, 2.9148288, 2.91338, 2.9024563, 2.8952408, 2.8930292, 2.8884013, 2.8773458, 2.8713713, 2.8651607, 2.860375, 2.8541965, 2.8490653, 2.8465161, 2.8371158, 2.83219, 2.8224487, 2.8155026, 2.8127096, 2.80638, 2.812874, 2.803339, 2.7881322, 2.7849405, 2.7779741, 2.7694042, 2.7640343, 2.7656956, 2.7567072, 2.7484381, 2.747799, 2.7396977, 2.7371352, 2.7228963, 2.7191844, 2.7205226, 2.7116795, 2.709425, 2.7007537, 2.7005103, 2.68837, 2.683669, 2.6783302, 2.678688, 2.6691973, 2.6648586, 2.6566916, 2.6520212, 2.6473272, 2.642755, 2.638364, 2.6382303, 2.632742, 2.6226678, 2.6229432, 2.6178088, 2.6166291, 2.6066163, 2.5998466, 2.596801, 2.5910175, 2.5919235, 2.581921, 2.576677, 2.5760822, 2.5693035, 2.5711486, 2.5623534, 2.5513601, 2.5534441, 2.544993, 2.5460632, 2.5405052, 2.5311663, 2.5321176, 2.5244577, 2.5186157, 2.5220735, 2.5145912, 2.5031452, 2.5078895, 2.4948437, 2.4970706, 2.490538, 2.4859746, 2.4931457, 2.4758804, 2.4806874, 2.4732308, 2.4710693, 2.4622912, 2.4590192, 2.4602997, 2.4540887, 2.4489565, 2.454767, 2.4362078, 2.4328628, 2.4342172, 2.426283, 2.4296978, 2.423515, 2.4225292, 2.4168632, 2.4074624, 2.4051957, 2.405776, 2.3973856, 2.3991265, 2.3989098, 2.3864334, 2.3909886, 2.387962, 2.3778443, 2.3855639, 2.3747387, 2.3681233, 2.3642614, 2.3560162, 2.3551822, 2.3562534, 2.3510482, 2.3459642, 2.345145, 2.340894, 2.3418674, 2.3334413, 2.3275933, 2.3346283, 2.3292146, 2.3218274, 2.3207839, 2.3225791, 2.310877, 2.309651, 2.3059793, 2.300257, 2.2989979, 2.3048635, 2.2923725, 2.2906668, 2.2862716, 2.2880056, 2.2843263, 2.2851655, 2.2749438, 2.2737029, 2.273885, 2.2689445, 2.269213, 2.2640023, 2.2609682, 2.2591245, 2.2533355, 2.2498574, 2.246221, 2.250262, 2.2433615, 2.2395306, 2.2392304, 2.238536, 2.2358277, 2.2295084, 2.2396095, 2.2317803, 2.2273273, 2.2157414, 2.2193732, 2.217011, 2.218976, 2.2180398, 2.2156596, 2.2019753, 2.2008202, 2.1998687, 2.1969635, 2.206069, 2.198571, 2.1906092, 2.1833045, 2.181337, 2.1983385, 2.191788, 2.1804872, 2.1762977, 2.171256, 2.169042, 2.169675, 2.1657133, 2.1618268, 2.165574, 2.1592813, 2.1587052, 2.1661596, 2.1565878, 2.1480963, 2.1489508, 2.1445365, 2.146033, 2.1458526, 2.1388075, 2.1366355, 2.1336048, 2.1357625, 2.126117, 2.1390774, 2.1279428, 2.1203434, 2.122291, 2.1194437, 2.13031, 2.1121361, 2.1105227, 2.114397, 2.110947, 2.1079252, 2.102557, 2.1104639, 2.1006181, 2.1083834, 2.0957851, 2.098007, 2.0954242, 2.0901346, 2.085685, 2.0859094, 2.0835261, 2.0792665, 2.0840144, 2.0787342, 2.0860033, 2.0727904, 2.0685284, 2.0720198, 2.0701172, 2.0640025, 2.0667002, 2.0646327, 2.0598652, 2.0608704, 2.0608928, 2.0557685, 2.054508, 2.0499103, 2.0467186, 2.0443044, 2.0563564, 2.0422711, 2.0443625, 2.0604155, 2.034912, 2.0406933, 2.033622, 2.0293372, 2.042094, 2.0364623, 2.0333033, 2.0253391, 2.0231984, 2.0251462, 2.0215135, 2.0295236, 2.0162077, 2.0320075, 2.0175633, 2.0136724, 2.0173879, 2.0091639, 2.0193512, 2.0094075, 2.0094028, 2.000512, 1.9995013, 2.0000687, 1.9968483, 2.0007858, 2.001521, 1.992066, 1.9985616, 1.9914148, 1.9860506, 1.9971119, 1.9816751, 1.9891988, 1.9813296, 1.9777437, 1.9755219, 1.980338, 1.9772251, 1.9752997, 1.9734862, 1.9798968, 1.966979, 1.976388, 1.9627392, 1.9714062, 1.960565, 1.9604273, 1.9587281, 1.9614406, 1.9589579, 1.9577693, 1.9683679, 1.9483124, 1.9501739, 1.9506918, 1.9431378, 1.9506344, 1.9432518, 1.9415112, 1.9424231, 1.9372203, 1.9517109, 1.9390863, 1.9406235, 1.9382806, 1.9358287, 1.9290613, 1.9398546, 1.9364198, 1.9369389, 1.930381, 1.9250015, 1.9252988, 1.921787, 1.9262738, 1.9194598, 1.9189488, 1.9138777, 1.9110595, 1.9118232, 1.9084256, 1.911393, 1.906374, 1.9035124, 1.9051707, 1.9102367, 1.9049768, 1.8992807, 1.8962914, 1.9037344, 1.9011031, 1.9118228, 1.8956884, 1.8921059, 1.8954911, 1.9015276, 1.8855237, 1.8891279, 1.8817483, 1.8887799, 1.8806756, 1.8786952, 1.8797051, 1.8762543, 1.882587, 1.8789895, 1.872866, 1.8754735, 1.8717809, 1.8790723, 1.8694478, 1.8676792, 1.8680749, 1.881146, 1.8660656, 1.8681071, 1.8619882, 1.8613034, 1.8624161, 1.8606786, 1.8548198, 1.8529323, 1.8552744, 1.8576128, 1.8506085, 1.8668228, 1.8527021, 1.8489693, 1.8510369, 1.8497325, 1.846735, 1.845612, 1.8400296, 1.8499652, 1.8540955, 1.8542528, 1.8514367, 1.8444477, 1.8493019, 1.8329933, 1.8352792, 1.8321282, 1.8462846, 1.8293523, 1.8260691, 1.8293492, 1.8281655, 1.8259032, 1.8376163, 1.8426423, 1.8246292, 1.8217639, 1.8336407, 1.8251262, 1.8160868, 1.8166348, 1.8199098, 1.8102863, 1.8180168, 1.8122771, 1.8133491, 1.8063636, 1.8119315, 1.8114712, 1.806207, 1.8085328, 1.8188071, 1.8246485, 1.8063235, 1.8006948, 1.8051655, 1.8079798, 1.799846, 1.8089432, 1.7937822, 1.7932475, 1.7913779, 1.798115, 1.7962193, 1.7868621, 1.7864474, 1.7922323, 1.7843084, 1.7897192, 1.7877371, 1.7953091, 1.7835786, 1.7762852, 1.7754666, 1.7872536, 1.7825372, 1.7829154, 1.7778186, 1.7902707, 1.7746993, 1.782809, 1.7712954, 1.7660455, 1.7740114, 1.7718344, 1.7742603, 1.7692413, 1.7658652, 1.7604239, 1.7679183, 1.7653186, 1.7624631, 1.7708422, 1.7578893, 1.7590123, 1.7592527, 1.7775015, 1.752145, 1.7556171, 1.7617897, 1.7560902, 1.7483019, 1.7449155, 1.7449739, 1.749362, 1.7479769, 1.7555554, 1.7512962, 1.7643158, 1.7451727, 1.7419243, 1.7455736, 1.7463242, 1.7518835, 1.7399356, 1.734805, 1.7353371, 1.7377506, 1.7462, 1.7328151, 1.7281765, 1.7344531, 1.7410846, 1.7752031, 1.7418549, 1.727816, 1.7255726, 1.7237303, 1.7309488, 1.7252144, 1.7219185, 1.725163, 1.7248921, 1.7260851, 1.7219975, 1.7337425, 1.7145787, 1.7212621, 1.7166455, 1.7188724, 1.715981, 1.7115333, 1.7188666, 1.7156016, 1.7105826, 1.7145295, 1.7061995, 1.7096828, 1.7062515, 1.703236, 1.7057865, 1.7116511, 1.7082138, 1.7217745, 1.704306, 1.7033358, 1.7041045, 1.7020731, 1.693406, 1.7015272, 1.6946355, 1.6922913, 1.7019001, 1.6938999, 1.6929767, 1.7096716, 1.6860969, 1.7027857, 1.6942323, 1.6860874, 1.700142, 1.6904706, 1.696637, 1.6950035, 1.6801274, 1.6850553, 1.6788875, 1.6782209, 1.6827093, 1.677957, 1.6776986, 1.6734015, 1.6779542, 1.680194, 1.6729817, 1.6747121, 1.6721307, 1.6710724, 1.6715668, 1.665964, 1.677079, 1.6741372, 1.6633595, 1.6654997, 1.665351, 1.66715, 1.6623303, 1.6659409, 1.6625688, 1.6658535, 1.6647346, 1.6613553, 1.6668701, 1.6578103, 1.6603684, 1.6553291, 1.6551204, 1.6642163, 1.6509068, 1.6494995, 1.6554776, 1.6537822, 1.6525935, 1.6481198, 1.6477194, 1.678407, 1.6657043, 1.662487, 1.646473, 1.643239, 1.6433349, 1.6460729, 1.6471592, 1.6456501, 1.6415875, 1.6392326, 1.6386588, 1.6437466, 1.633275, 1.6348332, 1.6427041, 1.641121, 1.6290627, 1.6314723, 1.642061, 1.6287255, 1.6317748, 1.6384201, 1.6327381, 1.6326696, 1.624381, 1.6311173, 1.6229324, 1.6231687, 1.6226425, 1.6217023, 1.6218203, 1.6281816, 1.6207108, 1.616846, 1.622428, 1.6233919, 1.6202111, 1.6198503, 1.6139742, 1.6131212, 1.6195369, 1.6107771, 1.6095718, 1.617298, 1.611908, 1.6162567, 1.6128057, 1.608849, 1.608293, 1.6111338, 1.6026928, 1.6081342, 1.6042604, 1.6064328, 1.6056598, 1.6077708, 1.6210556, 1.5989977, 1.605796, 1.6044511, 1.5950713, 1.6134095, 1.6027814, 1.5955539, 1.5929836, 1.5934063, 1.5977043, 1.5993356, 1.6005541, 1.6095301, 1.5937108, 1.588103, 1.5878721]"
